order,family,emu_genus,emu_species,emu_subspecies,fullname,new_fullname,new_genus,new_species,new_subspecies
Passeriformes,Dendrocolaptidae,Glyphorhynchus,spirurus,pectoralis,Glyphorhynchus spirurus pectoralis,Glyphorynchus spirurus pectoralis,,,
Passeriformes,Dendrocolaptidae,Glyphorhynchus,spirurus,rufigularis,Glyphorhynchus spirurus rufigularis,Glyphorynchus spirurus rufigularis,,,
Passeriformes,Dendrocolaptidae,Glyphorhynchus,spirurus,spirurus,Glyphorhynchus spirurus spirurus,Glyphorynchus spirurus spirurus,,,
Passeriformes,Dendrocolaptidae,Glyphorhynchus,spirurus,sublestus,Glyphorhynchus spirurus sublestus,Glyphorynchus spirurus pectoralis,,,
Passeriformes,Dendrocolaptidae,Lepidocolaptes,affinis?,NA,Lepidocolaptes affinis? NA,Lepidocolaptes affinis,,,
Passeriformes,Dendrocolaptidae,Lepidocolaptes,albolineatus,albolineatus,Lepidocolaptes albolineatus albolineatus,Lepidocolaptes albolineatus,,,
Passeriformes,Dendrocolaptidae,Lepidocolaptes,albolineatus,layardi,Lepidocolaptes albolineatus layardi,Lepidocolaptes fuscicapillus layardi,,,
Passeriformes,Dendrocolaptidae,Lepidocolaptes,sp,NA,Lepidocolaptes sp NA,Lepidocolaptes sp,,,
Passeriformes,Dendrocolaptidae,Xiphorhynchus,eytoni,NA,Xiphorhynchus eytoni NA,Xiphorhynchus guttatus eytoni,,,
Passeriformes,Dendrocolaptidae,Xiphorhynchus,spixii,buenavistae,Xiphorhynchus spixii buenavistae,Xiphorhynchus elegans buenavistae,,,
Passeriformes,Dicaeidae,Dicaeum,chrysorrheum,chrysoclore,Dicaeum chrysorrheum chrysoclore,Dicaeum chrysorrheum chrysochlore,,,
Passeriformes,Dicaeidae,Melanocharis,NA,NA,Melanocharis NA,Melanocharis sp,,,
Passeriformes,Dicruridae,Dicrurus,macrocercus,albirictis,Dicrurus macrocercus albirictis,Dicrurus macrocercus albirictus,,,
Passeriformes,Dicruridae,Dicrurus,sp,NA,Dicrurus sp NA,Dicrurus sp,,,
Dinornithiformes,Dinornithidae,Dinornis,ingens,NA,Dinornis ingens NA,Dinornis ingens,,,
Dinornithiformes,Dinornithidae,Emeus,exilis,NA,Emeus exilis NA,Emeus exilis,,,
Procellariiformes,Diomedeidae,Diomedea,melanophris,NA,Diomedea melanophris NA,Thalassarche melanophris,,,
Procellariiformes,Diomedeidae,Diomedea,sp,NA,Diomedea sp NA,Diomedea sp,,,
Passeriformes,Drepanididae,Hemignathus,virens,virens,Hemignathus virens virens,Chlorodrepanis virens virens,,,
Passeriformes,Drepanididae,Loxops,coccineus,coccineus,Loxops coccineus coccineus,Loxops coccineus,,,
Passeriformes,Drepanididae,Loxops,sagittirostris,NA,Loxops sagittirostris NA,Viridonia sagittirostris,,,
Passeriformes,Drepanididae,Oreomystis,mana,NA,Oreomystis mana NA,Loxops mana,,,
Passeriformes,Drepanididae,Psittirostra,bailleui,NA,Psittirostra bailleui NA,Loxioides bailleui,,,
Passeriformes,Drepanididae,Psittirostra,cantans,cantans,Psittirostra cantans cantans,Telespiza cantans,,,
Passeriformes,Drepanididae,Psittirostra,cantans,ultima,Psittirostra cantans ultima,Telespiza cantans,,,
Passeriformes,Drepanididae,Telespiza,ultima,ultima,Telespiza ultima ultima,Telespiza ultima,,,
Passeriformes,Emberizidae,Ammodramus,maritimus,nigrescens,Ammodramus maritimus nigrescens,Ammospiza maritima nigrescens,,,
Passeriformes,Emberizidae,Amphispiza,sp,NA,Amphispiza sp NA,Amphispiza sp,,,
Passeriformes,Emberizidae,Atlapetes,brunneinucha,macrouras,Atlapetes brunneinucha macrouras,Arremon brunneinucha,,,
Passeriformes,Emberizidae,Cyanerpes,caeruleus,carneipes,Cyanerpes caeruleus carneipes,Cyanerpes cyaneus carneipes,,,
Passeriformes,Emberizidae,Emberiza,impetuani,smithersii,Emberiza impetuani smithersii,Emberiza capensis smithersii,,,
Passeriformes,Emberizidae,Emberizoides,herbicola,ypiranganus,Emberizoides herbicola ypiranganus,Emberizoides ypiranganus,,,
Passeriformes,Emberizidae,Euphonia,sp,NA,Euphonia sp NA,Euphonia sp,,,
Passeriformes,Emberizidae,Euphonia,trinitatus,NA,Euphonia trinitatus NA,Euphonia trinitatis,,,
Passeriformes,Emberizidae,Euphonia,violacea,rodwaii,Euphonia violacea rodwaii,Euphonia violacea rodwayi,,,
Passeriformes,Emberizidae,Euphonia,xanthogaster,rodwaii,Euphonia xanthogaster rodwaii,Euphonia violacea rodwayi,,,
Passeriformes,Emberizidae,Hemispingus,NA,NA,Hemispingus NA,Hemispingus sp,,,
Passeriformes,Emberizidae,Junco,hyemalis,pontilus,Junco hyemalis pontilus,Junco hyemalis pontilis,,,
Passeriformes,Emberizidae,Melospiza,melodia,clementae,Melospiza melodia clementae,Melospiza melodia graminea,,,
Passeriformes,Emberizidae,Melospiza,melodia,cooperi,Melospiza melodia cooperi,Melospiza melodia heermanni,,,
Passeriformes,Emberizidae,Melospiza,melodia,cooperii,Melospiza melodia cooperii,Melospiza melodia heermanni,,,
Passeriformes,Emberizidae,Melospiza,melodia,coronatorum,Melospiza melodia coronatorum,Melospiza melodia graminea,,,
Passeriformes,Emberizidae,Melospiza,melodia,euphonia,Melospiza melodia euphonia,Melospiza melodia melodia,,,
Passeriformes,Emberizidae,Melospiza,melodia,fisherella,Melospiza melodia fisherella,Melospiza melodia montana,,,
Passeriformes,Emberizidae,Melospiza,melodia,juddi,Melospiza melodia juddi,Melospiza melodia melodia,,,
Passeriformes,Emberizidae,Melospiza,melodia,micronyx,Melospiza melodia micronyx,Melospiza melodia graminea,,,
Passeriformes,Emberizidae,Melospiza,melodia,saltonis,Melospiza melodia saltonis,Melospiza melodia fallax,,,
Passeriformes,Emberizidae,Melospiza,melodia,samuelis,Melospiza melodia samuelis,Melospiza melodia samuelsis,,,
Passeriformes,Emberizidae,Mitrospingus,cassinii,cassini,Mitrospingus cassinii cassini,Mitrospingus cassinii cassinii,,,
Passeriformes,Emberizidae,Passerculus,sandwichensis,nevedensis,Passerculus sandwichensis nevedensis,Passerculus sandwichensis nevadensis,,,
Passeriformes,Emberizidae,Passerella,iliaca,ridgwayi,Passerella iliaca ridgwayi,Passerella unalaschcensis insularis,,,
Passeriformes,Emberizidae,Passerella,iliaca,unalaschensis,Passerella iliaca unalaschensis,Passerella unalaschcensis unalaschcensis,,,
Passeriformes,Emberizidae,Pheucticus,chrysopeplus,tibialis,Pheucticus chrysopeplus tibialis,Pheucticus tibialis,,,
Passeriformes,Emberizidae,Pheucticus,ludovicianus,maculatus,Pheucticus ludovicianus maculatus,Pheucticus melanocephalus maculatus,,,
Passeriformes,Emberizidae,Pipilo,crissalis,albigula,Pipilo crissalis albigula,Melozone crissalis albigula,,,
Passeriformes,Emberizidae,Pipilo,crissalis,aripolius,Pipilo crissalis aripolius,Melozone crissalis aripolia,,,
Passeriformes,Emberizidae,Pipilo,crissalis,carolae,Pipilo crissalis carolae,Melozone crissalis crissalis,,,
Passeriformes,Emberizidae,Pipilo,crissalis,crissalis,Pipilo crissalis crissalis,Melozone crissalis crissalis,,,
Passeriformes,Emberizidae,Pipilo,crissalis,NA,Pipilo crissalis NA,Melozone crissalis,,,
Passeriformes,Emberizidae,Pipilo,crissalis,petulans,Pipilo crissalis petulans,Melozone crissalis petulans,,,
Passeriformes,Emberizidae,Pipilo,crissalis,senicula,Pipilo crissalis senicula,Melozone crissalis senicula,,,
Passeriformes,Emberizidae,Ramphocelus,flammigerus,icteronotis,Ramphocelus flammigerus icteronotis,Ramphocelus icteronotus,,,
Passeriformes,Emberizidae,Schistochlamys,ruficapillus,capistrata,Schistochlamys ruficapillus capistrata,Schistochlamys ruficapillus capistrata,,,
Passeriformes,Emberizidae,Schistochlamys,ruficapillus,ruficapillus,Schistochlamys ruficapillus ruficapillus,Schistochlamys ruficapillus ruficapillus,,,
Passeriformes,Emberizidae,Sicalis,flaveola,ralida,Sicalis flaveola ralida,Sicalis flaveola valida,,,
Passeriformes,Emberizidae,Spizella,arborea,ochracea,Spizella arborea ochracea,Spizelloides arborea ochracea,,,
Passeriformes,Emberizidae,Sporophila,lineola,lineola,Sporophila lineola lineola,Sporophila lineola,,,
Passeriformes,Emberizidae,Sporophila,sp,NA,Sporophila sp NA,Sporophila sp,,,
Passeriformes,Emberizidae,Sporophila,torqueola,moreletti,Sporophila torqueola moreletti,Sporophila morelleti,,,
Passeriformes,Emberizidae,Tachyphonus,delattrii,NA,Tachyphonus delattrii NA,Tachyphonus delatrii,,,
Passeriformes,Emberizidae,Tangara,sp,NA,Tangara sp NA,Tangara sp,,,
Passeriformes,Emberizidae,Thraupis,bonairensis,darwinii,Thraupis bonairensis darwinii,Rauenia bonariensis darwinii,,,
Passeriformes,Emberizidae,Volatinia,jacarina,peruvinensis,Volatinia jacarina peruvinensis,Volatinia jacarina peruviensis,,,
Passeriformes,Emberizidae,Zonotrichia,atricapilla,nevadensis,Zonotrichia atricapilla nevadensis,Zonotrichia atricapilla,,,
Passeriformes,Emberizidae,Zonotrichia,capensis,costariconsis,Zonotrichia capensis costariconsis,Zonotrichia capensis costaricensis,,,
Passeriformes,Emberizidae,Zonotrichia,capensis,huancobambae,Zonotrichia capensis huancobambae,Zonotrichia capensis huancabambae,,,
Passeriformes,Estrildidae,Erythrura,sp,NA,Erythrura sp NA,Erythrura sp,,,
Passeriformes,Estrildidae,Estrilda,atricapilla,graueri,Estrilda atricapilla graueri,Estrilda atricapilla marungensis,,,
Passeriformes,Estrildidae,Estrilda,erythronotus,delamerei,Estrilda erythronotus delamerei,Brunhilda erythronotos delamerei,,,
Passeriformes,Estrildidae,Estrilda,erythronotus,soligena,Estrilda erythronotus soligena,Brunhilda erythronotos erythronotos,,,
Passeriformes,Estrildidae,Lagonosticta,sp,NA,Lagonosticta sp NA,Lagonosticta sp,,,
Passeriformes,Estrildidae,Lonchura,bicolor,stigmatophora,Lonchura bicolor stigmatophora,Spermestes bicolor poensis,,,
Passeriformes,Estrildidae,Lonchura,sp,NA,Lonchura sp NA,Lonchura sp,,,
Passeriformes,Estrildidae,Parmoptila,woodhouseii,jamesoni,Parmoptila woodhouseii jamesoni,Parmoptila jamesoni,,,
Passeriformes,Estrildidae,Uraeginthus,ianthinogaster,rooseveltii,Uraeginthus ianthinogaster rooseveltii,Granatina ianthinogaster,,,
Passeriformes,Eurylaimidae,Corydon,sumatranus,pallescens,Corydon sumatranus pallescens,Corydon sumatranus sumatranus,,,
Falconiformes,Falconidae,Caracara,cheriway,audubonii,Caracara cheriway audubonii,Caracara plancus,,,
Falconiformes,Falconidae,Caracara,cheriway,cheriway,Caracara cheriway cheriway,Caracara plancus cheriway,,,
Falconiformes,Falconidae,Caracara,cheriway,NA,Caracara cheriway NA,Caracara plancus,,,
Falconiformes,Falconidae,Caracara,cheriway,pallidus,Caracara cheriway pallidus,Caracara plancus cheriway,,,
Falconiformes,Falconidae,Falco,columbarius,bendirei,Falco columbarius bendirei,Falco columbarius columbarius,,,
Falconiformes,Falconidae,Falco,sparveruis,aequatorialis,Falco sparveruis aequatorialis,Falco sparverius aequatorialis,,,
Falconiformes,Falconidae,Falco,vespertinus,vespertinus,Falco vespertinus vespertinus,Falco vespertinus,,,
Falconiformes,Falconidae,Polihierax,semitorquatus,castanotus,Polihierax semitorquatus castanotus,Polihierax semitorquatus,,,
Falconiformes,Falconidae,Polihierax,semitorquatus,semitorquatus,Polihierax semitorquatus semitorquatus,Polihierax semitorquatus,,,
Passeriformes,Formicariidae,Chamaeza,campanisona,campanisoma,Chamaeza campanisona campanisoma,Chamaeza campanisona campanisona,,,
Passeriformes,Formicariidae,Formicarius,analis,monileger,Formicarius analis monileger,Formicarius moniliger,,,
Passeriformes,Formicariidae,Formicivora,rufa,rufatra,Formicivora rufa rufatra,Formicivora rufa rufa,,,
Passeriformes,Formicariidae,Hylopezus,berlepschi,berlepschi,Hylopezus berlepschi berlepschi,Myrmothera berlepschi berlepschi,,,
Passeriformes,Formicariidae,Hylopezus,macularius,paraensis,Hylopezus macularius paraensis,Hylopezus paraensis,,,
Passeriformes,Formicariidae,Hylopezus,ochroleucus,nattereri,Hylopezus ochroleucus nattereri,Cryptopezus nattereri,,,
Passeriformes,Formicariidae,Hylophylax,naevia,theresiae,Hylophylax naevia theresiae,Hylophylax naevius theresae,,,
Passeriformes,Formicariidae,Hylophylax,naevioides,subsimilis,Hylophylax naevioides subsimilis,Hylophylax naevioides,,,
Passeriformes,Formicariidae,Hypocnemis,cantator,ochraceiventris,Hypocnemis cantator ochraceiventris,Hypocnemis cantator,,,
Passeriformes,Formicariidae,Microrhopias,quixensis,emilae,Microrhopias quixensis emilae,Microrhopias quixensis emiliae,,,
Passeriformes,Formicariidae,Myrmeciza,atrothorax,atrothorax,Myrmeciza atrothorax atrothorax,Myrmophylax atrothorax atrothorax,,,
Passeriformes,Formicariidae,Myrmeciza,loricata,NA,Myrmeciza loricata NA,Myrmoderus loricatus,,,
Passeriformes,Formicariidae,Myrmeciza,stictothorax,NA,Myrmeciza stictothorax NA,Myrmophylax atrothorax maynana,,,
Passeriformes,Formicariidae,Myrmothera,campanisoma,signata,Myrmothera campanisoma signata,Myrmothera campanisona signata,,,
Passeriformes,Formicariidae,Myrmotherula,leucophthalma,phaenota,Myrmotherula leucophthalma phaenota,Epinecrophylla leucophthalma phaeonota,,,
Passeriformes,Formicariidae,Myrmotherula,ornata,hoffmansi,Myrmotherula ornata hoffmansi,Epinecrophylla ornata hoffmannsi,,,
Passeriformes,Formicariidae,Myrmotherula,surinamensis,multistriatus,Myrmotherula surinamensis multistriatus,Myrmotherula multostriata,,,
Passeriformes,Formicariidae,Myrmotherula,surinamensis,multostriatus,Myrmotherula surinamensis multostriatus,Myrmotherula multostriata,,,
Passeriformes,Formicariidae,Thamnomanes,plumbeus,plumbeus,Thamnomanes plumbeus plumbeus,Dysithamnus plumbeus,,,
Passeriformes,Fringillidae,Carduelis,communis,communis,Carduelis communis communis,Carduelis carduelis ,,,
Passeriformes,Fringillidae,Carduelis,magellanicus,capitalis,Carduelis magellanicus capitalis,Spinus magellanicus capitalis,,,
Passeriformes,Fringillidae,Carduelis,psaltria,herperophila,Carduelis psaltria herperophila,Spinus psaltria hesperophilus,,,
Passeriformes,Fringillidae,Carduelis,psaltria,hesperophilus,Carduelis psaltria hesperophilus,Spinus psaltria hesperophilus,Spinus,psaltria,hesperophilus
Passeriformes,Fringillidae,Carduelis,tristis,salicamanus,Carduelis tristis salicamanus,Spinus tristis salicamans,,,
Passeriformes,Fringillidae,Carduelis,tristis,slicamans,Carduelis tristis slicamans,Spinus tristis salicamans,,,
Passeriformes,Fringillidae,Leucosticte,atrata,atrata,Leucosticte atrata atrata,Leucosticte atrata,,,
Passeriformes,Fringillidae,Loxia,curvirostra,neogaea,Loxia curvirostra neogaea,Loxia curvirostra bendirei,,,
Passeriformes,Fringillidae,Pyrrhula,pyrrhula,europaea,Pyrrhula pyrrhula europaea,Pyrrhula pyrrhula europaea,,,
Passeriformes,Fringillidae,Serinus,albogularis,hewetti,Serinus albogularis hewetti,Crithagra albogularis albogularis,,,
Passeriformes,Fringillidae,Serinus,capistratus,brittoni,Serinus capistratus brittoni,Crithagra capistrata,,,
Passeriformes,Furnariidae,Anumbius,annumbi,annumbi,Anumbius annumbi annumbi,Anumbius annumbi,,,
Passeriformes,Furnariidae,Anumbius,annumbi,machrisi,Anumbius annumbi machrisi,Anumbius annumbi,,,
Passeriformes,Furnariidae,Automolus,rectirostris,NA,Automolus rectirostris NA,Clibanornis rectirostris,,,
Passeriformes,Furnariidae,Certhiaxis,erythrops,griseigularis,Certhiaxis erythrops griseigularis,Cranioleuca erythrops griseigularis,,,
Passeriformes,Furnariidae,Certhiaxis,erythrops,rufigenis,Certhiaxis erythrops rufigenis,Cranioleuca erythrops rufigenis,,,
Passeriformes,Furnariidae,Certhiaxis,gutturata,hyposticta,Certhiaxis gutturata hyposticta,Cranioleuca gutturata,,,
Passeriformes,Furnariidae,Certhiaxis,gutturata,NA,Certhiaxis gutturata NA,Cranioleuca gutturata,,,
Passeriformes,Furnariidae,Certhiaxis,obsoleta,NA,Certhiaxis obsoleta NA,Cranioleuca obsoleta,,,
Passeriformes,Furnariidae,Certhiaxis,pallida,NA,Certhiaxis pallida NA,Cranioleuca pallida,,,
Passeriformes,Furnariidae,Certhiaxis,pyrrhophia,heterocera,Certhiaxis pyrrhophia heterocera,Cranioleuca pyrrhophia,,,
Passeriformes,Furnariidae,Certhiaxis,vulpina,alopecias,Certhiaxis vulpina alopecias,Cranioleuca vulpina vulpina,,,
Passeriformes,Furnariidae,Certhiaxis,vulpina,reiseri,Certhiaxis vulpina reiseri,Cranioleuca vulpina reiseri,,,
Passeriformes,Furnariidae,Furnarius,leucopus,torridus,Furnarius leucopus torridus,Furnarius torridus,,,
Passeriformes,Furnariidae,Geositta,excelsior,excelsior,Geositta excelsior excelsior,Cinclodes excelsior excelsior,,,
Passeriformes,Furnariidae,Geositta,excelsior,NA,Geositta excelsior NA,Cinclodes excelsior,,,
Passeriformes,Furnariidae,Limnornis,rectirostris,NA,Limnornis rectirostris NA,Limnoctites rectirostris,,,
Passeriformes,Furnariidae,Margarornis,brunnescens,brunneicauda,Margarornis brunnescens brunneicauda,Premnoplex brunnescens brunneicauda,,,
Passeriformes,Furnariidae,Margarornis,brunnescens,brunnescens,Margarornis brunnescens brunnescens,Premnoplex brunnescens brunnescens,,,
Passeriformes,Furnariidae,Margarornis,brunnescens,NA,Margarornis brunnescens NA,Premnoplex brunnescens,,,
Passeriformes,Furnariidae,Margarornis,brunnescens,rostratus,Margarornis brunnescens rostratus,Premnoplex brunnescens rostratus,,,
Passeriformes,Furnariidae,Margarornis,gutteliger,NA,Margarornis gutteliger NA,Premnornis guttuliger,,,
Passeriformes,Furnariidae,Margarornis,guttuliger,NA,Margarornis guttuliger NA,Premnornis guttuliger,,,
Passeriformes,Furnariidae,Phacellodomus,dendrocolaptoides,NA,Phacellodomus dendrocolaptoides NA,Clibanornis dendrocolaptoides,,,
Passeriformes,Furnariidae,Philydor,amaurotis,NA,Philydor amaurotis NA,Anabacerthia amaurotis,,,
Passeriformes,Furnariidae,Philydor,dimidiatus,baeri,Philydor dimidiatus baeri,Syndactyla dimidiata,,,
Passeriformes,Furnariidae,Philydor,erythropterus,lyra,Philydor erythropterus lyra,Dendroma erythroptera,,,
Passeriformes,Furnariidae,Philydor,fuscus,NA,Philydor fuscus NA,Anabazenops fuscus,,,
Passeriformes,Furnariidae,Philydor,guttulatus,guttulatus,Philydor guttulatus guttulatus,Syndactyla guttulata guttulata,,,
Passeriformes,Furnariidae,Philydor,leucophrus,NA,Philydor leucophrus NA,Cichlocolaptes leucophrus,,,
Passeriformes,Furnariidae,Philydor,rufosuperciliatus,acrita,Philydor rufosuperciliatus acrita,Syndactyla rufosuperciliata acrita,,,
Passeriformes,Furnariidae,Philydor,rufosuperciliatus,rufosuperciliatus,Philydor rufosuperciliatus rufosuperciliatus,Syndactyla rufosuperciliata rufosuperciliata,,,
Passeriformes,Furnariidae,Philydor,striaticollis,striaticollis,Philydor striaticollis striaticollis,Anabacerthia striaticollis striaticollis,,,
Passeriformes,Furnariidae,Philydor,strigilatus,strigilatus,Philydor strigilatus strigilatus,Ancistrops strigilatus,,,
Passeriformes,Furnariidae,Philydor,subalaris,lineatus,Philydor subalaris lineatus,Syndactyla subalaris lineata,,,
Passeriformes,Furnariidae,Philydor,subalaris,subalaris,Philydor subalaris subalaris,Syndactyla subalaris subalaris,,,
Passeriformes,Furnariidae,Philydor,subulatus,assimilis,Philydor subulatus assimilis,Automolus virgatus assimilis,,,
Passeriformes,Furnariidae,Philydor,subulatus,subulatus,Philydor subulatus subulatus,Syndactyla subalaris subalaris,,,
Passeriformes,Furnariidae,Philydor,variegaticeps,temporalis,Philydor variegaticeps temporalis,Anabacerthia variegaticeps temporalis,,,
Passeriformes,Furnariidae,Philydor,variegaticeps,variegaticeps,Philydor variegaticeps variegaticeps,Anabacerthia variegaticeps variegaticeps,,,
Passeriformes,Furnariidae,Schizoeaca,fuliginosa,coryi,Schizoeaca fuliginosa coryi,Asthenes coryi,,,
Passeriformes,Furnariidae,Schizoeaca,moreirae,NA,Schizoeaca moreirae NA,Asthenes moreirae,,,
Passeriformes,Furnariidae,Sclerurus,caudacutus,caligineus,Sclerurus caudacutus caligineus,Sclerurus caudacutus umbretta,,,
Passeriformes,Furnariidae,Synallaxis,albigularis,rudolphei,Synallaxis albigularis rudolphei,Synallaxis albigularis rodolphei,,,
Passeriformes,Furnariidae,Synallaxis,brachyura,griseonucha,Synallaxis brachyura griseonucha,Synallaxis brachyura griseonucha,,,
Passeriformes,Furnariidae,Synallaxis,elegantior,NA,Synallaxis elegantior NA,Synallaxis azarae elegantior,,,
Passeriformes,Furnariidae,Synallaxis,gularis,gularis,Synallaxis gularis gularis,Hellmayrea gularis gularis,,,
Passeriformes,Furnariidae,Synallaxis,phryganophila,petersi,Synallaxis phryganophila petersi,Schoeniophylax phryganophilus petersi,,,
Passeriformes,Furnariidae,Synallaxis,phryganophila,phryganophila,Synallaxis phryganophila phryganophila,Schoeniophylax phryganophilus phryganophilus,,,
Passeriformes,Furnariidae,Synallaxis,scutatus,scutatus,Synallaxis scutatus scutatus,Synallaxis scutata scutata,,,
Passeriformes,Furnariidae,Synallaxis,scutatus,whytii,Synallaxis scutatus whytii,Synallaxis scutata whitii,,,
Passeriformes,Furnariidae,Synallaxis,stictothroax,stictothorax,Synallaxis stictothroax stictothorax,Synallaxis stictothorax stictothorax,,,
Passeriformes,Furnariidae,Thripophaga,anthoides,NA,Thripophaga anthoides NA,Asthenes anthoides,,,
Passeriformes,Furnariidae,Thripophaga,baeri,chacoensis,Thripophaga baeri chacoensis,Asthenes baeri chacoensis,,,
Passeriformes,Furnariidae,Thripophaga,flammulata,multostriata,Thripophaga flammulata multostriata,Asthenes flammulata multostriata,,,
Passeriformes,Furnariidae,Thripophaga,humicola,humicola,Thripophaga humicola humicola,Pseudasthenes humicola humicola,,,
Passeriformes,Furnariidae,Thripophaga,humicola,polysticta,Thripophaga humicola polysticta,Pseudasthenes humicola polysticta,,,
Passeriformes,Furnariidae,Thripophaga,modesta,australis,Thripophaga modesta australis,Asthenes modesta australis,,,
Passeriformes,Furnariidae,Thripophaga,modesta,modesta,Thripophaga modesta modesta,Asthenes modesta modesta,,,
Passeriformes,Furnariidae,Thripophaga,pyrrholeuca,NA,Thripophaga pyrrholeuca NA,Asthenes pyrrholeuca,,,
Passeriformes,Furnariidae,Thripophaga,pyrrholeuca,sordida,Thripophaga pyrrholeuca sordida,Asthenes pyrrholeuca sordida,,,
Passeriformes,Furnariidae,Thripophaga,wyatti,wyatti,Thripophaga wyatti wyatti,Asthenes wyatti wyatti,,,
Passeriformes,Furnariidae,Xenops,contaminatus,NA,Xenops contaminatus NA,Heliobletus contaminatus,,,
Passeriformes,Furnariidae,Xenops,rutilans,purusianas,Xenops rutilans purusianas,Xenops rutilans purusianus,,,
Piciformes,Galbulidae,Brachygalba,salmoni,salmoni,Brachygalba salmoni salmoni,Brachygalba salmoni,,,
Gaviiformes,Gaviidae,Gavia,arctica,viridigula,Gavia arctica viridigula,Gavia arctica viridigularis,,,
Gaviiformes,Gaviidae,Gavia,pacifica,orientalis,Gavia pacifica orientalis,Gavia pacifica,,,
Gaviiformes,Gaviidae,Gavia,pacificia,NA,Gavia pacificia NA,Gavia pacifica,,,
Gaviiformes,Gaviidae,Gavia,sp,NA,Gavia sp NA,Gavia sp,,,
Charadriiformes,Glareolidae,Glareola,maldivarus,NA,Glareola maldivarus NA,,,,
Charadriiformes,Glareolidae,Glareola,pratincola,fulleborni,Glareola pratincola fulleborni,,,,
Charadriiformes,Glareolidae,Rhinoptilus,africanus,erlangeri,Rhinoptilus africanus erlangeri,,,,
Gruiformes,Gruidae,Anthropoides,paradisea,NA,Anthropoides paradisea NA,,,,
Gruiformes,Gruidae,Grus,canadensis,rowani,Grus canadensis rowani,,,,
Charadriiformes,Haematopodidae,Haematopus,ostralegus,malacophaga,Haematopus ostralegus malacophaga,,,,
Charadriiformes,Haematopodidae,Haematopus,palliatus,durnfordi,Haematopus palliatus durnfordi,,,,
Charadriiformes,Haematopodidae,Haematopus,palliatus,frazari,Haematopus palliatus frazari,,,,
Charadriiformes,Haematopodidae,Haematopus,palliatus,pitanay,Haematopus palliatus pitanay,,,,
Passeriformes,Hirundinidae,Psalidoprocne,pristoptera,massiaca,Psalidoprocne pristoptera massiaca,,,,
Passeriformes,Hirundinidae,Riparia,cincta,xerica,Riparia cincta xerica,,,,
Passeriformes,Hirundinidae,Stelgidopteryx,serripennis,psammochroa,Stelgidopteryx serripennis psammochroa,,,,
Procellariiformes,Hydrobatidae,Nesofregetta,albigularis,NA,Nesofregetta albigularis NA,,,,
Procellariiformes,Hydrobatidae,Oceanites,oceanites,NA,Oceanites oceanites NA,,,,
Procellariiformes,Hydrobatidae,Oceanodroma,leucorhoa,kaedingi,Oceanodroma leucorhoa kaedingi,,,,
Procellariiformes,Hydrobatidae,Oceanodroma,leucorhoa,willetti,Oceanodroma leucorhoa willetti,,,,
Procellariiformes,Hydrobatidae,Oceanodroma,microsoma,NA,Oceanodroma microsoma NA,,,,
Procellariiformes,Hydrobatidae,Oceanodroma,NA,NA,Oceanodroma NA,,,,
Passeriformes,Icteridae,Cacicus,leucoramphus,leucorhamphus,Cacicus leucoramphus leucorhamphus,,,,
Passeriformes,Icteridae,Icterus,abeillei,abeillei,Icterus abeillei abeillei,,,,
Passeriformes,Icteridae,Icterus,pustulatus,macrostictus,Icterus pustulatus macrostictus,,,,
Passeriformes,Icteridae,Scaphidura,oryzivora,impacifica,Scaphidura oryzivora impacifica,,,,
Passeriformes,Icteridae,Sturnella,bellicosa,NA,Sturnella bellicosa NA,,,,
Passeriformes,Icteridae,Sturnella,defilippii,NA,Sturnella defilippii NA,,,,
Passeriformes,Icteridae,Sturnella,loyca,loyca,Sturnella loyca loyca,,,,
Passeriformes,Icteridae,Sturnella,loyca,NA,Sturnella loyca NA,,,,
Passeriformes,Icteridae,Sturnella,magna,aureopectoralis,Sturnella magna aureopectoralis,,,,
Passeriformes,Icteridae,Sturnella,militaris,militaris,Sturnella militaris militaris,,,,
Passeriformes,Icteridae,Sturnella,militaris,NA,Sturnella militaris NA,,,,
Passeriformes,Icteridae,Sturnella,superciliaris,NA,Sturnella superciliaris NA,,,,
Piciformes,Indicatoridae,Indicator,exilis,pachrhynchus,Indicator exilis pachrhynchus,,,,
Piciformes,Indicatoridae,Indicator,maculatus,stictothorax,Indicator maculatus stictothorax,,,,
Piciformes,Indicatoridae,Indicator,sp,NA,Indicator sp NA,,,,
Piciformes,Indicatoridae,Indicator,xanthonotus,radcliffi,Indicator xanthonotus radcliffi,,,,
Piciformes,Indicatoridae,Melignomon,sp,NA,Melignomon sp NA,,,,
Piciformes,Indicatoridae,Prodotiscus,insignis,reichenowi,Prodotiscus insignis reichenowi,,,,
Passeriformes,Irenidae,Chloropsis,aurifrons,media,Chloropsis aurifrons media,,,,
Charadriiformes,Jacanidae,Jacana,sp,NA,Jacana sp NA,,,,
Passeriformes,Laniidae,Dryoscopus,gambensis,erwini,Dryoscopus gambensis erwini,,,,
Passeriformes,Laniidae,Eurocephalus,rueppelli,NA,Eurocephalus rueppelli NA,,,,
Passeriformes,Laniidae,Laniarius,collaris,marwitzi,Laniarius collaris marwitzi,,,,
Passeriformes,Laniidae,Laniarius,fulleborni,fulleborni,Laniarius fulleborni fulleborni,,,,
Passeriformes,Laniidae,Laniarius,fulleborni,holomelas,Laniarius fulleborni holomelas,,,,
